"","site","zone","year.x","season","seq_run","mean.kd","min.kd","max.kd","mean.sst","min.sst","max.sst","mean.chla","min.chla","max.chla","lat","lon","depth_m","dmg"
"100","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"97","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"98","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"99","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"91","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"92","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"93","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"94","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"95","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"96","UK2","Offshore","2015","Spring","run1",0.0714425,0.0282,0.1718,27.5042547945205,22.56,31.224,0.59682216445,0.116954416,2.170942,25.201217,-80.226867,6.86,1
"889","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"890","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"887","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"888","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"798","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"800","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"820","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"883","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"884","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"885","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"886","UK2","Offshore","2017","Fall","run1",0.0798641975308642,0.0352,0.1986,27.2485671232877,23.874,31.251,0.738206805308642,0.09920838,2.6486194,25.201217,-80.226867,6.86,1.33
"1115","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1116","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1113","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1114","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1110","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1111","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1112","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1117","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
"1118","UK2","Offshore","2018","Fall","run2",0.0779974025974026,0.0328,0.1844,27.1613260273973,22.805,31.111,0.703962229090909,0.09138442,2.3939729,25.201217,-80.226867,6.86,1
