sample_name,A3,A4,A4z,A3at,364501_A,43576_A,A3bi,A3ag,1155117_A,50850_A,A3w,363581_A,36953_A,A3bu,50854_A,364481_A,A4a,2151175_A,A4.3,137102_A,34149_A,310950_A,136754_A,2150937_A,788294_A,309510_A,788243_A,788236_A,A1dh,2151087_A,29289_A,2151317_A,283846_A,A3av,363576_A,136530_A,A4j,529372_A,321846_A,2150938_A,363654_A,43753_A,34239_A,1402357_A,363602_A,363571_A,2151145_A,136501_A,38127_A,1913903_A,2151151_A,33953_A,22463_A,2151008_A,52081_A,40179_A,30719_A,A3ay,793583_A,73550_A,50835_A,34238_A,2151198_A,1402387_A,1391068_A,2150956_A,797686_A,A1er,44470_A,2150957_A,65140_A,49546_A,441724_A,363608_A,788326_A,45266_A,A13,363631_A,2150958_A,136605_A,B5,B5a,B5p,B5m,B5ae,B19,B5bk,B5br,B5bn,B5b,B5d,B5ao,B7b,B5bl,B14g,B5bm,B5j,B19ac,B5g,B5c,B5e,B5f,B5az,B5k,B5ap,B5i,44002_B,B5bu,B5bt,B5bo,B5ba,B5cb,B5h,51549_B,B5ac,B5bq,B5n,2150942_B,B7c,B1,51929_B,B5bp,B5o,B5bs,B5bi,B5v,B5l,B5bc,2150865_B,37633_B,B5bh,2150870_B,43543_B,B5ax,37600_B,B5bj,37609_B,43518_B,B5au,B5bb,37569_B,37912_B,52679_B,B5al,51931_B,B5ak,64935_B,B5by,1160930_B,B5bv,B5bx,2150852_B,B5at,51925_B,2150872_B,2150981_B,2150926_B,2150866_B,B5bw,44651_B,2151094_B,2150867_B,2151202_B,37634_B,37613_B,2150849_B,B5w,37616_B,37628_B,2151100_B,2150862_B,37596_B,2151325_B,1403633_B,2150825_B,2150860_B,43451_B,37909_B,2151095_B,2150851_B,2151071_B,2151130_B,64798_B,2150859_B,43335_B,B5ca,2150879_B,2150967_B,52670_B,52235_B,38201_B,B5bz,64844_B,1160322_B,2151031_B,2150830_B,2151203_B,2150864_B,52667_B,2151266_B,64901_B,51926_B,2151326_B,2150854_B,50408_B,2150857_B,2150966_B,1160471_B,52389_B,B5ay,B5ai,2150861_B,2151267_B,2150880_B,37660_B,2150858_B,1402209_B,2151160_B,2150850_B,43429_B,51391_B,1160773_B,2150893_B,37901_B,2150856_B,2151028_B,2151009_B,37897_B,37902_B,2151195_B,2150943_B,44639_B,37632_B,2150873_B,2151012_B,2150844_B,1160369_B,2151327_B,2150881_B,2151135_B,2151036_B,2150922_B,1160472_B,2150841_B,2150970_B,2151052_B,2151042_B,51928_B,2150868_B,2150853_B,B2,2151109_B,51930_B,30069_B,49996_B,2151048_B,2151328_B,B5y,2150845_B,44637_B,2151123_B,2151032_B,901111_B,2151308_B,2151170_B,2151117_B,2151010_B,2150978_B,2150916_B,2151033_B,45548_B,2151132_B,43517_B,2151268_B,2151179_B,2150848_B,43433_B,37611_B,2150888_B,37568_B,2151074_B,37567_B,2151225_B,2151121_B,2150962_B,2151101_B,1160377_B,2151143_B,1403623_B,2151053_B,43987_B,2151002_B,2151229_B,43390_B,38206_B,2151107_B,2151006_B,698514_B,37552_B,38205_B,2150898_B,2150883_B,44207_B,44395_B,2151035_B,51581_B,2150944_B,50427_B,2151136_B,2150855_B,2150828_B,37899_B,43512_B,1160811_B,37565_B,2151188_B,2151016_B,2151196_B,37618_B,2151131_B,2150968_B,2151349_B,2150985_B,50998_B,47841_B,64937_B,2150924_B,38238_B,43365_B,2150953_B,2150892_B,51949_B,2150923_B,2151187_B,50060_B,37614_B,2151318_B,44641_B,2150917_B,2151104_B,64875_B,2150980_B,2151190_B,37890_B,2150832_B,37823_B,2151251_B,2151309_B,43363_B,2151280_B,1402208_B,43526_B,37607_B,2151118_B,44638_B,30927_B,50103_B,37945_B,2150829_B,2151096_B,2151056_B,2151078_B,2151014_B,2150834_B,44636_B,2150959_B,2150949_B,2151013_B,45534_B,2151026_B,52291_B,2151082_B,2151226_B,2150895_B,B19x,43578_B,1403663_B,2151043_B,43358_B,2151120_B,47966_B,2151111_B,1402212_B,51225_B,37627_B,37918_B,2151189_B,64726_B,44600_B,2151341_B,51451_B,37643_B,47883_B,44642_B,45480_B,2151075_B,B5s,2150838_B,2151066_B,2151044_B,37619_B,2150960_B,1160903_B,2151076_B,43814_B,2151311_B,2151310_B,2150827_B,1160459_B,2150846_B,37950_B,2151222_B,2151022_B,2150891_B,44582_B,2150896_B,2150833_B,2151045_B,2151080_B,2150875_B,2151178_B,2151063_B,1160744_B,2151011_B,37559_B,2151292_B,44461_B,65342_B,2151007_B,2151164_B,1390178_B,2151227_B,2150979_B,1160510_B,64936_B,1403613_B,1403616_B,2151319_B,37886_B,1160331_B,2150961_B,2151102_B,2150963_B,2151105_B,2151166_B,2151305_B,2151197_B,43628_B,2151162_B,2151098_B,2151359_B,37640_B,1160774_B,2151081_B,1403608_B,2151329_B,38262_B,2151030_B,64994_B,2151180_B,2151156_B,2151106_B,37888_B,2151250_B,1390171_B,2151103_B,1463614_B,2151148_B,37827_B,2150897_B,2151274_B,2151193_B,2151173_B,2151171_B,2151112_B,64713_B,2151182_B,2150894_B,2151108_B,2151231_B,2151034_B,2151079_B,2151204_B,2151069_B,2151037_B,2151153_B,2150842_B,2151015_B,2151072_B,2151205_B,2151067_B,37838_B,2151073_B,2150912_B,2151023_B,2151152_B,64727_B,2151294_B,898952_B,37824_B,43463_B,2151110_B,37895_B,43468_B,2150843_B,2151113_B,2151088_B,37538_B,2151289_B,2150950_B,B5u,2151242_B,2151099_B,2151124_B,2151046_B,43345_B,2151029_B,2150918_B,2151017_B,2151093_B,2151275_B,38226_B,2150876_B,37935_B,2150945_B,2151163_B,2151211_B,43627_B,43410_B,2151330_B,53276_B,2150871_B,2151269_B,37638_B,2150954_B,2151243_B,51947_B,1160920_B,2151089_B,2151119_B,2151114_B,2151167_B,2151312_B,2151047_B,50193_B,1160421_B,2150971_B,30572_B,1160689_B,2151097_B,37892_B,2151054_B,2151146_B,37904_B,2151375_B,2151038_B,2151247_B,2151176_B,37929_B,1403605_B,2151064_B,45656_B,2151293_B,2151147_B,38001_B,2151126_B,2151125_B,2150831_B,2150847_B,2151331_B,2151019_B,2151368_B,45702_B,37623_B,1160896_B,2151296_B,2151295_B,892115_B,2151371_B,2151346_B,2151306_B,2151332_B,52680_B,2150982_B,2151362_B,37915_B,2151055_B,2151334_B,2151333_B,2151370_B,2150899_B,2151320_B,37551_B,2150969_B,2151350_B,2151177_B,2151122_B,51856_B,2151335_B,2151379_B,1160334_B,2151127_B,2151321_B,2150882_B,2150941_B,2151068_B,2150983_B,2151137_B,2151278_B,45476_B,2151154_B,2150984_B,30548_B,52694_B,2150972_B,37626_B,2151336_B,2150946_B,2151024_B,2150839_B,2151221_B,2151288_B,44649_B,43508_B,2151361_B,2151279_B,1403655_B,896002_B,37887_B,37913_B,1160932_B,2151230_B,37944_B,47916_B,52368_B,2151172_B,2151369_B,1160878_B,51309_B,49965_B,2151157_B,2151149_B,2151041_B,896739_B,2150948_B,2151276_B,2150835_B,2151337_B,45685_B,2151270_B,2151232_B,51009_B,37548_B,37615_B,2151376_B,1157342_B,788206_B,2151025_B,2151161_B,2151199_B,2151249_B,2151248_B,37925_B,2150889_B,2151246_B,2151285_B,45620_B,2151344_B,37948_B,322004_B,2150951_B,43838_B,43449_B,2151252_B,43545_B,2151220_B,2150826_B,2151194_B,45570_B,43337_B,2150939_B,2151039_B,2151281_B,2151159_B,51934_B,52313_B,2151134_B,43412_B,2151314_B,2151372_B,2151352_B,2151223_B,2150955_B,1468736_B,2151347_B,2151181_B,2151373_B,2151322_B,2151049_B,52677_B,71899_B,1160770_B,2151363_B,2151342_B,1160611_B,2151338_B,2151192_B,2150900_B,1160505_B,2151165_B,1390214_B,2151155_B,2150890_B,2151133_B,2151272_B,2151214_B,1403661_B,2151355_B,2151360_B,2151253_B,30119_B,2150925_B,2151273_B,2151315_B,2151356_B,2151206_B,2151129_B,2151128_B,2151340_B,2151339_B,37928_B,2151085_B,2151077_B,43521_B,2151357_B,47867_B,2151040_B,2151210_B,2150964_B,2151348_B,2151351_B,2151364_B,2151090_B,2151271_B,44422_B,45005_B,52674_B,44646_B,2151343_B,43489_B,2143260_B,2151374_B,37573_B,64721_B,2151358_B,2151353_B,52668_B,2151307_B,2151086_B,2151158_B,2151316_B,2151366_B,2151365_B,51963_B,37910_B,2151300_B,2151299_B,43481_B,2151354_B,2151287_B,50464_B,B19b,2151244_B,2151091_B,2151245_B,2151345_B,2151302_B,2151092_B,45138_B,37590_B,2151304_B,2151303_B,44585_B,B2d,2151301_B,44433_B,37942_B,45576_B,2151228_B,B1az,37592_B,2151282_B,2150884_B,29635_B,38312_B,2150836_B,B19a,896018_B,2151168_B,2151236_B,53461_B,2151070_B,45571_B,B8a,64988_B,900098_B,896564_B,53516_B,2150837_B,30831_B,B1be,45577_B,30942_B,50665_B,B19y,900368_B,2151256_B,2151237_B,B1au,2150973_B,2151238_B,2151257_B,2151239_B,900447_B,900117_B,896437_B,45618_B,50765_B,37662_B,2151065_B,2150885_B,45479_B,324340_B,2151260_B,2151259_B,2151258_B,51490_B,47915_B,2151138_B,2151240_B,2151142_B,2151141_B,2151140_B,2151139_B,1466910_B,52691_B,2151261_B,2151241_B,B1co,50694_B,2151150_B,45706_B,2151265_B,2151264_B,2151263_B,2151262_B,1160681_B,2151212_B,2151051_B,2151377_B,2151213_B,2150886_B,1403610_B,2151191_B,51013_B,2151018_B,51944_B,2150887_B,2151233_B,50695_B,45591_B,2151378_B,45615_B,43477_B,2150974_B,45682_B,2151218_B,2151217_B,2151216_B,43455_B,2151003_B,2151200_B,2150901_B,2151201_B,2151005_B,2151004_B,B14b,900627_B,2151234_B,2150903_B,2150902_B,2151235_B,2151367_B,B1ao,44005_B,C46,C1,2150999_C,C46b,C46c,C42.2,C66,C1c,44723_C,C3,C1b,44727_C,44829_C,C1mi,2150906_C,44726_C,44724_C,895421_C,2150907_C,C1mh,44725_C,C72k,44732_C,C1bh,44749_C,2151254_C,C1al,2150928_C,44728_C,C3ju,2151255_C,C1br,C1w,62530_C,C66n,2150915_C,895395_C,44748_C,C1cb,2151000_C,895446_C,2150927_C,90640_C,C1jx,2150909_C,2150908_C,413658_C,2151057_C,C42df,895487_C,44750_C,892053_C,2151058_C,2151174_C,65808_C,2150874_C,488787_C,483076_C,584133_C,C41aq,481253_C,C66e,2151001_C,2150910_C,2150911_C,C42au,895402_C,C3y,C3ew,402752_C,21064_C,895425_C,C1t,49412_C,C6a,2151183_C,2151059_C,91457_C,C1bc,C3sa,895385_C,485756_C,895472_C,2150930_C,C3ld,44754_C,2151060_C,2151290_C,2151215_C,2151184_C,2151185_C,2151291_C,2151062_C,2151061_C,895387_C,485726_C,2151186_C,52628_C,2151283_C,C3lh,2151284_C,51820_C,C6d,21042_C,C1j,12925_C,44751_C,20921_C,C20,2150986_C,13074_C,21069_C,424085_C,2150987_C,91569_C,48400_C,28409_C,494478_C,895368_C,517056_C,496895_C,68524_C,2151224_C,62469_C,892055_C,943809_C,37583_C,2150914_C,5429_C,650443_C,48311_C,2150988_C,C3lp,1949955_C,C3hl,2151169_C,2150989_C,C3of,2150991_C,2150990_C,C45d,C66az,11068_C,21059_C,103_C,22991_C,24213_C,C1bp,3041_C,37579_C,2150913_C,2663_C,485662_C,2150992_C,100892_C,70160_C,17032_C,2150929_C,1192666_C,2150975_C,1059919_C,C1cv,7153_C,44758_C,C36,2150932_C,2150931_C,2151083_C,69978_C,275590_C,2150936_C,2150935_C,2150934_C,2150933_C,21063_C,278913_C,1636_C,520141_C,256407_C,2150940_C,21513_C,5689_C,5078_C,39420_C,1406616_C,69268_C,C3an,42218_C,C42bb,3394_C,C3by,2150976_C,C1iz,282127_C,C3cb,52614_C,C1jf,2151209_C,2151208_C,21508_C,37582_C,2150977_C,2151207_C,37251_C,66860_C,C3tu,C1md,21085_C,C1fl,C3fo,67869_C,22192_C,C1ft,90819_C,15991_C,C3af,2150993_C,62199_C,2150947_C,28311_C,27954_C,737784_C,C1cu,37581_C,21974_C,2151050_C,895371_C,17703_C,21053_C,2151084_C,969152_C,231339_C,736820_C,1192842_C,2151144_C,2150998_C,2150997_C,2150996_C,2150995_C,2150994_C,1076719_C,377169_C,44733_C,282686_C,90593_C,895456_C,2151027_C,C3vk,C1hs,44730_C,397773_C,C1js,6394_C,2151219_C,1548798_C,C1bo,26677_C,C93b,11299_C,C1u,41226_C,13028_C,49086_C,2833_C,377128_C,2150952_C,9771_C,11971_C,C1it,C1bv,2866_C,27846_C,2151298_C,2151297_C,275363_C,700056_C,485778_C,C3lk,53263_C,62532_C,13926_C,2151286_C,26572_C,70016_C,382789_C,C3mb,2958_C,99010_C,748866_C,748717_C,C21,41215_C,2151323_C,C65,C3db,108081_C,C3ih,756955_C,745235_C,737919_C,2151324_C,D1,D4,D4c,D1c,D2,D1k,D1az,281471_D,D1hc,D1hl,375770_D,14203_D,D1cl,D1ao,D1hd,D4at,D4aw,D1cm,564334_D,25831_D,D1n,9043_D,D4av,D1he,104872_D,6883_D,12089_D,D1hj,D1h,104558_D,25522_D,440968_D,D5,D1hb,D4i,D1db,D1ip,D4ax,22383_D,146435_D,439891_D,104925_D,D4j,D4bc,D1ck,D1fy,98847_D,480423_D,1464842_D,277126_D,4932_D,13136_D,485473_D,1464864_D,20035_D,104970_D,1463622_D,440301_D,198665_D,935997_D,1464875_D,1464872_D,D1b,1790_D,445386_D,440927_D,16282_D,D1jb,480434_D,131499_D,726862_D,155375_D
LK1-I_996_srad_2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285260843,0.240143288,0.369578525,0.0675403,0.028906976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008570068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LK1-I_963_srad_2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246981148,0.324689428,0.251237946,0.112892016,0.042350795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008339849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005733646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007775172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
