sample_num,full_site,site,zone,site_zone,sample,spp,year,sequencing,time,season
1172,Rocky Top,UK1,O,UK1-O,UK1-O_1172,ssid,2018,ITS2,Post,Fall
1173,Rocky Top,UK1,O,UK1-O,UK1-O_1173,ssid,2018,ITS2,Post,Fall
1174,Rocky Top,UK1,O,UK1-O,UK1-O_1174,ssid,2018,ITS2,Post,Fall
1175,Rocky Top,UK1,O,UK1-O,UK1-O_1175,ssid,2018,ITS2,Post,Fall
1176,Rocky Top,UK1,O,UK1-O,UK1-O_1176,ssid,2018,ITS2,Post,Fall
1177,Rocky Top,UK1,O,UK1-O,UK1-O_1177,ssid,2018,ITS2,Post,Fall
1178,Rocky Top,UK1,O,UK1-O,UK1-O_1178,ssid,2018,ITS2,Post,Fall
1179,Rocky Top,UK1,O,UK1-O,UK1-O_1179,ssid,2018,ITS2,Post,Fall
1190,W Washer,LK1,I,LK1-I,LK1-I_1190,srad,2018,ITS2,Post,Fall
1191,W Washer,LK1,I,LK1-I,LK1-I_1191,srad,2018,ITS2,Post,Fall
1192,W Washer,LK1,I,LK1-I,LK1-I_1192,srad,2018,ITS2,Post,Fall
1193,W Washer,LK1,I,LK1-I,LK1-I_1193,srad,2018,ITS2,Post,Fall
1194,W Washer,LK1,I,LK1-I,LK1-I_1194,srad,2018,ITS2,Post,Fall
1195,W Washer,LK1,I,LK1-I,LK1-I_1195,srad,2018,ITS2,Post,Fall
1196,W Washer,LK1,I,LK1-I,LK1-I_1196,srad,2018,ITS2,Post,Fall
1197,W Washer,LK1,I,LK1-I,LK1-I_1197,srad,2018,ITS2,Post,Fall
1198,W Washer,LK1,I,LK1-I,LK1-I_1198,srad,2018,ITS2,Post,Fall
1199,W Washer,LK1,I,LK1-I,LK1-I_1199,srad,2018,ITS2,Post,Fall
1200,W Washer,LK1,I,LK1-I,LK1-I_1200,ssid,2018,ITS2,Post,Fall
1201,W Washer,LK1,I,LK1-I,LK1-I_1201,ssid,2018,ITS2,Post,Fall
1202,W Washer,LK1,I,LK1-I,LK1-I_1202,ssid,2018,ITS2,Post,Fall
1203,W Washer,LK1,I,LK1-I,LK1-I_1203,ssid,2018,ITS2,Post,Fall
1204,W Washer,LK1,I,LK1-I,LK1-I_1204,ssid,2018,ITS2,Post,Fall
1206,W Washer,LK1,I,LK1-I,LK1-I_1206,ssid,2018,ITS2,Post,Fall
1207,W Washer,LK1,I,LK1-I,LK1-I_1207,ssid,2018,ITS2,Post,Fall
1208,W Washer,LK1,I,LK1-I,LK1-I_1208,ssid,2018,ITS2,Post,Fall
1209,W Washer,LK1,I,LK1-I,LK1-I_1209,ssid,2018,ITS2,Post,Fall
1221,E Sambo,LK1,O,LK1-O,LK1-O_1221,srad,2018,ITS2,Post,Fall
1222,E Sambo,LK1,O,LK1-O,LK1-O_1222,srad,2018,ITS2,Post,Fall
1223,E Sambo,LK1,O,LK1-O,LK1-O_1223,srad,2018,ITS2,Post,Fall
1226,E Sambo,LK1,O,LK1-O,LK1-O_1226,srad,2018,ITS2,Post,Fall
1227,E Sambo,LK1,O,LK1-O,LK1-O_1227,srad,2018,ITS2,Post,Fall
1228,E Sambo,LK1,O,LK1-O,LK1-O_1228,srad,2018,ITS2,Post,Fall
1229,E Sambo,LK1,O,LK1-O,LK1-O_1229,srad,2018,ITS2,Post,Fall
1230,E Sambo,LK1,O,LK1-O,LK1-O_1230,ssid,2018,ITS2,Post,Fall
1231,E Sambo,LK1,O,LK1-O,LK1-O_1231,ssid,2018,ITS2,Post,Fall
1232,E Sambo,LK1,O,LK1-O,LK1-O_1232,ssid,2018,ITS2,Post,Fall
1233,E Sambo,LK1,O,LK1-O,LK1-O_1233,ssid,2018,ITS2,Post,Fall
1235,E Sambo,LK1,O,LK1-O,LK1-O_1235,ssid,2018,ITS2,Post,Fall
1236,E Sambo,LK1,O,LK1-O,LK1-O_1236,ssid,2018,ITS2,Post,Fall
1237,E Sambo,LK1,O,LK1-O,LK1-O_1237,ssid,2018,ITS2,Post,Fall
1238,E Sambo,LK1,O,LK1-O,LK1-O_1238,ssid,2018,ITS2,Post,Fall
1239,E Sambo,LK1,O,LK1-O,LK1-O_1239,ssid,2018,ITS2,Post,Fall
1250,cores,FAL,E,FALSE,FALSE_1250,cores,2018,ITS2,Post,Fall
1251,cores,FAL,E,FALSE,FALSE_1251,cores,2018,ITS2,Post,Fall
1252,cores,FAL,E,FALSE,FALSE_1252,cores,2018,ITS2,Post,Fall
1253,cores,FAL,E,FALSE,FALSE_1253,cores,2018,ITS2,Post,Fall
1254,cores,FAL,E,FALSE,FALSE_1254,cores,2018,ITS2,Post,Fall
AB6,RI/BUMP,FAL,E,FALSE,FALSE_AB6,apoc,2018,ITS2,Post,Fall
AI5,RI/BUMP,FAL,E,FALSE,FALSE_AI5,apoc,2018,ITS2,Post,Fall
AJ2,RI/BUMP,FAL,E,FALSE,FALSE_AJ2,apoc,2018,ITS2,Post,Fall
AL2,RI/BUMP,FAL,E,FALSE,FALSE_AL2,apoc,2018,ITS2,Post,Fall
AN5,RI/BUMP,FAL,E,FALSE,FALSE_AN5,apoc,2018,ITS2,Post,Fall
AQ1,RI/BUMP,FAL,E,FALSE,FALSE_AQ1,apoc,2018,ITS2,Post,Fall
AR1,RI/BUMP,FAL,E,FALSE,FALSE_AR1,apoc,2018,ITS2,Post,Fall
AT5,RI/BUMP,FAL,E,FALSE,FALSE_AT5,apoc,2018,ITS2,Post,Fall
OC1,UNC/BUMP,FAL,E,FALSE,FALSE_OC1,oarb,2018,ITS2,Post,Fall
OC2,UNC/BUMP,FAL,E,FALSE,FALSE_OC2,oarb,2018,ITS2,Post,Fall
OC3,UNC/BUMP,FAL,E,FALSE,FALSE_OC3,oarb,2018,ITS2,Post,Fall
OC4,UNC/BUMP,FAL,E,FALSE,FALSE_OC4,oarb,2018,ITS2,Post,Fall
PA,BUMP,FAL,E,FALSE,FALSE_PA,pdam,2018,ITS2,Post,Fall
PB,BUMP,FAL,E,FALSE,FALSE_PB,pdam,2018,ITS2,Post,Fall
PC,BUMP,FAL,E,FALSE,FALSE_PC,pdam,2018,ITS2,Post,Fall
0,Rocky Top,UK1,O,UK1-O,UK1-O_000,srad,2017,ITS2,Irma,Fall
