"","sample_num","Observed","Shannon","InvSimpson","full_site","site","zone","site_zone","sample","spp","year","time","season","seq_run","lib_size","is.neg","even"
"109","23",1010,5.58234770595835,57.1070271009906,"E Sambo","LK1","Offshore","LK1-O","LK1-O_23","srad","2015","Pre","Spring","run1",81496,FALSE,0.806965202164949
"110","24",669,5.48297227812917,91.062397824615,"E Sambo","LK1","Offshore","LK1-O","LK1-O_24","srad","2015","Pre","Spring","run1",30458,FALSE,0.842784240524132
"111","25",1045,5.57659840836256,70.7426115622465,"E Sambo","LK1","Offshore","LK1-O","LK1-O_25","srad","2015","Pre","Spring","run1",116634,FALSE,0.802183713229437
"112","26",1049,6.18187626626796,163.948896287346,"E Sambo","LK1","Offshore","LK1-O","LK1-O_26","srad","2015","Pre","Spring","run1",51007,FALSE,0.888763418778385
"113","27",792,6.02479779703393,226.992523133225,"E Sambo","LK1","Offshore","LK1-O","LK1-O_27","srad","2015","Pre","Spring","run1",32159,FALSE,0.90265074262747
"114","28",1262,6.11533505922525,146.395595630644,"E Sambo","LK1","Offshore","LK1-O","LK1-O_28","srad","2015","Pre","Spring","run1",107929,FALSE,0.856435162070516
"115","29",1066,6.29265132939863,254.861783456991,"E Sambo","LK1","Offshore","LK1-O","LK1-O_29","srad","2015","Pre","Spring","run1",49280,FALSE,0.902603334463304
"116","3",277,4.34274129601477,40.4913930748212,"E Sambo","LK1","Offshore","LK1-O","LK1-O_3","ssid","2015","Pre","Spring","run1",34741,FALSE,0.772177769937068
"117","30",863,5.04870027913737,36.8260604142346,"E Sambo","LK1","Offshore","LK1-O","LK1-O_30","srad","2015","Pre","Spring","run1",78286,FALSE,0.746803341190932
"118","31",55,1.78553787129717,2.70265209848842,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_31","ssid","2015","Pre","Spring","run1",48655,FALSE,0.445567610369185
"119","32",90,2.23244574366092,3.33555750651515,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_32","ssid","2015","Pre","Spring","run1",24990,FALSE,0.49612003778308
"120","33",171,3.76814745600365,13.7162792943366,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_33","ssid","2015","Pre","Spring","run1",31578,FALSE,0.732865426645444
"121","35",31,0.797821950196485,1.43132574485365,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_35","ssid","2015","Pre","Spring","run1",9497,FALSE,0.232331078332047
"122","36",124,3.17793328977467,10.5858119062504,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_36","ssid","2015","Pre","Spring","run1",10647,FALSE,0.659283746503671
"123","37",164,3.1166988205147,8.58924414853769,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_37","ssid","2015","Pre","Spring","run1",92399,FALSE,0.611133421752068
"124","38",103,3.36011374143793,13.6403376540843,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_38","ssid","2015","Pre","Spring","run1",77781,FALSE,0.724986023987871
"125","39",127,2.85115889969718,7.56726640381446,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_39","ssid","2015","Pre","Spring","run1",49123,FALSE,0.588573242281928
"126","4",760,5.43287026143298,52.240712087759,"E Sambo","LK1","Offshore","LK1-O","LK1-O_4","ssid","2015","Pre","Spring","run1",45713,FALSE,0.819027507284354
"127","40",720,5.48830169982864,90.5098805211624,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_40","ssid","2015","Pre","Spring","run1",57483,FALSE,0.834183332262798
"128","5",1443,5.79968776714676,62.5746951487544,"E Sambo","LK1","Offshore","LK1-O","LK1-O_5","ssid","2015","Pre","Spring","run1",166965,FALSE,0.79726497549253
"129","51",2025,6.7991045883076,359.884313791077,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_51","srad","2015","Pre","Spring","run1",172285,FALSE,0.893053246325212
"130","52",721,4.06384966506184,5.9649628053743,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_52","srad","2015","Pre","Spring","run1",66551,FALSE,0.617546347745565
"131","53",1113,6.0750137079205,149.448526908645,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_53","srad","2015","Pre","Spring","run1",76025,FALSE,0.866026298588478
"132","54",1550,5.78983657804082,51.1550179046445,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_54","srad","2015","Pre","Spring","run1",183781,FALSE,0.788160703918918
"133","55",568,5.75261468639706,136.513494676742,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_55","srad","2015","Pre","Spring","run1",54150,FALSE,0.907048967781672
"134","56",596,4.6716023341885,24.0798546867885,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_56","srad","2015","Pre","Spring","run1",55321,FALSE,0.731052643801894
"135","57",879,5.75504037934692,88.676161770524,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_57","srad","2015","Pre","Spring","run1",50187,FALSE,0.848978167357421
"136","58",1042,6.03691177533457,182.939442396063,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_58","srad","2015","Pre","Spring","run1",64594,FALSE,0.868758247848262
"137","59",631,5.76442257898206,157.640793584171,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_59","srad","2015","Pre","Spring","run1",25657,FALSE,0.894082381366968
"138","6",464,4.73639996726639,14.9727867138009,"E Sambo","LK1","Offshore","LK1-O","LK1-O_6","ssid","2015","Pre","Spring","run1",50285,FALSE,0.7714151507212
"139","60",900,5.84040592022788,118.756750765216,"Rocky Top","UK1","Offshore","UK1-O","UK1-O_60","srad","2015","Pre","Spring","run1",61181,FALSE,0.858580856218007
"140","61",111,2.36738457592737,3.83112704062366,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_61","ssid","2015","Pre","Spring","run1",44516,FALSE,0.502679561385484
"141","62",92,2.98184576340754,7.55686908427288,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_62","ssid","2015","Pre","Spring","run1",21376,FALSE,0.65943944804105
"142","63",157,3.346102435203,10.9442872878082,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_63","ssid","2015","Pre","Spring","run1",52928,FALSE,0.661776061532377
"143","64",110,2.95886680639816,7.9852125824464,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_64","ssid","2015","Pre","Spring","run1",31048,FALSE,0.629481792527251
